Symbol,Open,High,Low,Last Traded Price,Change,%Change,Traded Volume(lacs),Traded Value(crs),52 Week High,52 Week Low,365 Days % Change,30 Days % Change
"ABBOTINDIA","19,381.95","19,604.50","19,381.95","19,498.00","116.05","0.60","0.06","12.06","23,934.45","13,959.80","24.76","2.15"
"ATUL","8,984.90","9,050.00","8,936.90","9,038.00","52.60","0.59","0.13","12.02","10,969.00","6,222.00","39.47","3.82"
"PFIZER","5,030.00","5,085.00","5,022.00","5,054.10","24.95","0.50","0.22","11.09","6,175.00","4,330.00","-1.14","-2.74"
"NAVINFLUOR","4,170.00","4,205.00","4,158.90","4,180.00","20.50","0.49","0.62","26.13","4,329.00","2,217.40","60.69","11.73"
"BHARATFORG","694.15","702.85","692.10","697.20","3.30","0.48","11.18","78.07","847.95","513.35","34.70","0.51"
"ITI","116.60","119.55","116.60","117.70","0.55","0.47","3.57","4.21","143.80","102.00","-7.90","6.95"
"LTTS","5,585.00","5,619.90","5,532.55","5,599.80","26.30","0.47","1.52","84.84","5,820.80","2,301.00","139.45","6.07"
"GLENMARK","526.00","531.25","524.40","527.30","2.45","0.47","7.39","39.08","690.95","442.05","5.62","0.67"
"IRFC","22.90","23.00","22.80","22.90","0.10","0.44","35.43","8.11","26.70","20.80","-","-"
"HINDZINC","317.00","318.35","316.05","317.00","1.35","0.43","2.63","8.34","408.60","237.20","32.53","-4.82"
"3MINDIA","24,989.00","25,680.00","24,155.65","25,150.00","103.00","0.41","0.07","16.43","31,000.00","18,777.00","20.53","0.46"
"MINDAIND","1,220.00","1,231.00","1,195.00","1,220.00","4.60","0.38","1.39","16.91","1,257.40","387.40","206.73","34.60"
"COROMANDEL","753.75","763.70","750.20","755.00","2.55","0.34","1.53","11.57","956.00","709.35","-6.01","2.00"
"LAURUSLABS","540.10","544.85","536.65","539.65","1.70","0.32","10.30","55.69","723.75","333.05","54.16","6.09"
"OFSS","3,948.00","4,015.00","3,948.00","3,965.00","8.80","0.22","1.02","40.67","5,145.00","2,931.05","22.94","-6.38"
"APLLTD","801.95","809.75","795.65","801.00","1.30","0.16","2.08","16.69","1,120.00","720.35","-22.47","-0.71"
"COFORGE","5,890.00","5,923.45","5,820.60","5,870.00","9.35","0.16","2.77","162.40","6,030.00","2,300.00","117.84","8.07"
"ABB","2,245.00","2,283.75","2,222.00","2,239.00","3.60","0.16","1.98","44.76","2,375.00","1,201.25","85.21","8.59"
"METROPOLIS","3,450.00","3,478.00","3,424.05","3,441.95","4.85","0.14","1.38","47.54","3,579.90","1,848.00","75.63","4.53"
"APLAPOLLO","1,001.00","1,007.50","988.00","999.00","1.25","0.13","2.04","20.39","1,114.55","402.95","19.59","8.12"
"SKFINDIA","3,754.00","3,788.75","3,711.00","3,718.00","2.65","0.07","0.23","8.61","4,239.95","1,696.30","116.63","-4.12"
"PHOENIXLTD","990.50","1,004.75","973.80","988.00","0.60","0.06","1.50","14.80","1,195.00","652.80","29.48","4.24"
"SUPREMEIND","2,229.00","2,241.55","2,188.00","2,230.00","0.15","0.01","1.31","28.90","2,693.90","1,610.00","35.98","2.84"
"ALKEM","3,645.00","3,649.70","3,608.05","3,624.00","0.00","0.00","0.68","24.77","4,070.00","2,540.05","23.75","0.85"
"KAJARIACER","1,289.95","1,299.00","1,280.00","1,284.90","0.00","0.00","1.56","20.08","1,355.00","682.00","86.31","12.60"
"MFSL","982.20","987.15","969.05","981.15","-1.05","-0.11","2.02","19.83","1,148.05","659.10","43.47","4.35"
"SCHAEFFLER","8,819.95","8,827.95","8,643.95","8,760.00","-11.05","-0.13","0.23","19.84","8,827.95","4,257.95","88.46","12.40"
"WHIRLPOOL","1,769.95","1,781.00","1,758.55","1,762.00","-2.25","-0.13","1.28","22.57","2,787.00","1,712.00","-31.89","-13.70"
"HAL","1,211.25","1,232.00","1,208.50","1,209.55","-1.65","-0.14","5.69","69.31","1,566.00","823.00","45.54","-5.27"
"MOTILALOFS","910.05","931.80","910.05","914.10","-1.55","-0.17","1.04","9.57","1,188.00","580.00","52.05","-3.37"
"IRCTC","834.90","840.00","829.15","831.40","-1.60","-0.19","27.12","226.19","1,279.26","281.60","-42.06","4.56"
"BEL","210.00","213.00","208.60","209.55","-0.40","-0.19","42.28","88.98","228.00","113.40","83.17","2.85"
"LODHA","1,247.00","1,261.65","1,220.20","1,238.00","-2.70","-0.22","0.87","10.79","1,539.00","422.60","-","-"
"ESCORTS","1,912.00","1,918.90","1,897.00","1,904.00","-4.85","-0.25","5.96","113.63","1,918.90","1,100.00","50.50","3.13"
"BLUEDART","6,299.00","6,419.95","6,232.05","6,280.00","-17.55","-0.28","0.51","32.02","7,275.00","3,820.05","52.98","-4.14"
"RELAXO","1,316.00","1,336.85","1,294.80","1,305.00","-4.50","-0.34","1.84","24.17","1,448.00","796.55","62.86","0.80"
"AUBANK","1,030.00","1,054.45","1,028.30","1,039.15","-4.20","-0.40","7.40","77.17","1,389.85","840.50","21.90","-5.20"
"HATSUN","1,274.45","1,283.95","1,255.00","1,260.00","-5.10","-0.40","0.14","1.78","1,525.95","686.10","73.23","-5.41"
"IPCALAB","2,180.00","2,190.00","2,152.50","2,167.00","-9.45","-0.43","1.66","36.01","2,766.20","1,785.40","-0.39","3.18"
"TIINDIA","1,756.95","1,780.00","1,737.35","1,749.00","-8.40","-0.48","0.62","10.93","1,798.00","750.10","120.47","7.79"
"GLAXO","1,770.00","1,775.45","1,742.50","1,750.00","-9.90","-0.56","0.20","3.59","1,918.75","1,376.00","9.28","4.23"
"LINDEINDIA","2,505.00","2,574.00","2,480.00","2,485.30","-17.85","-0.71","0.50","12.61","2,945.00","885.50","155.48","-0.91"
"CUB","136.50","136.55","134.30","134.90","-1.05","-0.77","15.52","21.00","189.70","128.70","-24.26","-6.77"
"CRISIL","2,927.50","2,936.45","2,878.00","2,890.00","-22.90","-0.79","0.57","16.59","3,498.00","1,741.00","50.63","-7.25"
"ZYDUSWELL","1,910.80","1,910.80","1,875.00","1,885.80","-15.45","-0.81","0.17","3.18","2,476.85","1,808.00","-4.09","-3.77"
"DIXON","5,575.00","5,600.00","5,491.15","5,507.90","-47.60","-0.86","2.20","121.75","21,499.00","3,345.15","-58.80","7.98"
"GODREJIND","631.00","636.60","624.05","625.00","-5.40","-0.86","2.77","17.38","655.45","413.05","47.49","9.78"
"NHPC","30.95","31.40","30.85","30.95","-0.30","-0.96","35.74","11.11","37.05","22.40","33.69","-0.48"
"AJANTPHARM","2,274.00","2,274.00","2,225.50","2,238.00","-24.95","-1.10","0.62","13.84","2,435.00","1,630.00","34.06","7.58"
"CHOLAHLDNG","657.95","668.70","645.60","646.50","-10.50","-1.60","0.25","1.68","762.30","434.10","18.72","-7.46"
"OIL","199.60","202.30","194.05","198.20","-3.40","-1.69","19.45","38.44","267.80","106.45","79.29","-6.35"
"RBLBANK","128.20","133.25","123.80","127.70","-3.00","-2.30","865.79","1,107.52","274.30","123.80","-45.08","-30.08"
