Symbol,Open,High,Low,Last Traded Price,Change,%Change,Traded Volume(lacs),Traded Value(crs),52 Week High,52 Week Low,365 Days % Change,30 Days % Change
"GSFC","120.15","122.00","118.85","121.50","0.80","0.66","7.21","8.73","150.75","71.10","65.31","8.92"
"RCF","75.80","77.55","75.80","76.25","0.50","0.66","15.11","11.57","100.15","51.60","41.73","9.16"
"GNFC","438.05","449.00","437.20","440.00","2.80","0.64","14.35","63.56","518.20","202.30","97.75","3.59"
"TORNTPOWER","549.15","555.00","545.30","552.50","3.45","0.63","3.93","21.67","606.55","296.50","72.87","0.24"
"CASTROLIND","121.95","124.60","121.95","122.70","0.75","0.62","4.97","6.14","154.90","117.70","-0.69","-5.07"
"WABCOINDIA","8,552.00","8,560.00","8,383.10","8,478.50","51.50","0.61","0.07","5.84","8,725.70","5,262.00","50.99","4.99"
"RAJESHEXPO","736.50","745.00","735.00","738.55","4.45","0.61","0.43","3.17","798.00","468.35","51.72","-3.51"
"SRF","2,408.00","2,428.15","2,405.20","2,418.00","14.45","0.60","3.49","84.35","2,538.00","1,026.21","-56.17","20.55"
"ABBOTINDIA","19,381.95","19,604.50","19,381.95","19,498.00","116.05","0.60","0.06","12.06","23,934.45","13,959.80","24.76","2.15"
"ALOKINDS","25.75","26.35","25.60","25.70","0.15","0.59","119.40","30.96","32.25","18.70","20.94","20.37"
"ATUL","8,984.90","9,050.00","8,936.90","9,038.00","52.60","0.59","0.13","12.02","10,969.00","6,222.00","39.47","3.82"
"MASTEK","3,020.00","3,037.25","3,000.65","3,025.00","17.80","0.59","0.43","13.00","3,669.00","1,065.00","158.99","12.22"
"ASAHIINDIA","479.15","486.00","472.30","479.00","2.70","0.57","1.09","5.19","533.00","256.05","71.93","-0.57"
"PFIZER","5,030.00","5,085.00","5,022.00","5,054.10","24.95","0.50","0.22","11.09","6,175.00","4,330.00","-1.14","-2.74"
"NCC","69.90","71.15","69.90","70.25","0.35","0.50","21.04","14.83","99.85","56.85","19.27","-0.85"
"LXCHEM","430.85","438.00","427.50","431.25","2.10","0.49","4.74","20.53","628.00","143.25","-","-"
"NAVINFLUOR","4,170.00","4,205.00","4,158.90","4,180.00","20.50","0.49","0.62","26.13","4,329.00","2,217.40","60.69","11.73"
"ROUTE","1,786.00","1,828.80","1,773.20","1,780.00","8.60","0.49","2.08","37.41","2,389.00","1,090.00","60.74","-1.89"
"MHRIL","187.85","189.85","186.55","187.80","0.90","0.48","2.16","4.06","267.50","128.73","-9.97","-9.45"
"BHARATFORG","694.15","702.85","692.10","697.20","3.30","0.48","11.18","78.07","847.95","513.35","34.70","0.51"
"NFL","52.45","53.60","52.20","52.45","0.25","0.48","5.91","3.13","73.70","37.40","38.57","6.61"
"LTTS","5,585.00","5,619.90","5,532.55","5,599.80","26.30","0.47","1.52","84.84","5,820.80","2,301.00","139.45","6.07"
"GUJALKALI","652.10","659.50","646.25","653.00","3.05","0.47","0.98","6.40","846.00","304.65","82.15","7.48"
"GLENMARK","526.00","531.25","524.40","527.30","2.45","0.47","7.39","39.08","690.95","442.05","5.62","0.67"
"ITI","116.60","119.55","116.60","117.70","0.55","0.47","3.57","4.21","143.80","102.00","-7.90","6.95"
"IRFC","22.90","23.00","22.80","22.90","0.10","0.44","35.43","8.11","26.70","20.80","-","-"
"IDBI","46.35","46.95","46.00","46.30","0.20","0.43","47.41","22.05","65.25","26.35","50.08","1.87"
"HINDZINC","317.00","318.35","316.05","317.00","1.35","0.43","2.63","8.34","408.60","237.20","32.53","-4.82"
"REDINGTON","145.00","146.20","144.20","144.75","0.60","0.42","7.79","11.30","179.00","65.08","8.35","-1.56"
"3MINDIA","24,989.00","25,680.00","24,155.65","25,150.00","103.00","0.41","0.07","16.43","31,000.00","18,777.00","20.53","0.46"
"UTIAMC","1,053.00","1,070.90","1,035.00","1,050.00","4.10","0.39","1.30","13.72","1,216.20","538.00","87.15","-4.17"
"HUDCO","38.90","39.45","38.80","38.90","0.15","0.39","18.45","7.19","58.25","37.85","-2.63","-0.51"
"MINDAIND","1,220.00","1,231.00","1,195.00","1,220.00","4.60","0.38","1.39","16.91","1,257.40","387.40","206.73","34.60"
"INFIBEAM","40.30","40.70","40.00","40.25","0.15","0.37","19.71","7.94","113.70","36.70","-53.12","2.03"
"COROMANDEL","753.75","763.70","750.20","755.00","2.55","0.34","1.53","11.57","956.00","709.35","-6.01","2.00"
"DCMSHRIRAM","951.00","972.00","948.05","958.00","3.15","0.33","0.27","2.62","1,250.00","385.00","146.02","-0.07"
"IBREALEST","157.50","160.60","156.75","157.30","0.50","0.32","56.99","90.28","195.90","72.50","98.36","-6.15"
"LAURUSLABS","540.10","544.85","536.65","539.65","1.70","0.32","10.30","55.69","723.75","333.05","54.16","6.09"
"JAMNAAUTO","103.50","106.40","102.50","102.90","0.30","0.29","6.80","7.07","118.90","58.45","68.55","3.94"
"CREDITACC","598.15","605.00","595.00","599.00","1.70","0.28","0.44","2.65","814.00","494.70","-21.98","19.00"
"IRB","225.65","230.00","224.10","227.00","0.60","0.27","11.09","25.19","345.85","100.60","106.83","10.62"
"BIRLACORPN","1,439.95","1,451.05","1,410.00","1,428.00","3.50","0.25","0.47","6.78","1,650.00","701.10","95.54","5.85"
"WELCORP","176.00","182.50","175.80","178.25","0.45","0.25","16.21","29.24","194.00","105.85","31.84","8.00"
"CGCL","518.05","525.00","514.25","522.95","1.25","0.24","0.30","1.53","579.50","303.70","68.61","4.52"
"OFSS","3,948.00","4,015.00","3,948.00","3,965.00","8.80","0.22","1.02","40.67","5,145.00","2,931.05","22.94","-6.38"
"EIHOTEL","124.50","125.45","123.85","124.10","0.25","0.20","1.55","1.93","155.00","82.00","36.98","3.07"
"NETWORK18","91.00","92.00","89.55","90.40","0.15","0.17","8.02","7.28","114.80","34.50","150.07","26.26"
"BSE","1,919.90","1,938.00","1,912.00","1,914.00","3.15","0.16","3.39","65.13","2,373.70","535.50","214.18","22.70"
"COFORGE","5,890.00","5,923.45","5,820.60","5,870.00","9.35","0.16","2.77","162.40","6,030.00","2,300.00","117.84","8.07"
"NILKAMAL","2,436.05","2,472.35","2,406.25","2,440.00","3.95","0.16","0.03","0.66","3,180.00","1,424.95","59.29","2.93"
"ABB","2,245.00","2,283.75","2,222.00","2,239.00","3.60","0.16","1.98","44.76","2,375.00","1,201.25","85.21","8.59"
"APLLTD","801.95","809.75","795.65","801.00","1.30","0.16","2.08","16.69","1,120.00","720.35","-22.47","-0.71"
"METROPOLIS","3,450.00","3,478.00","3,424.05","3,441.95","4.85","0.14","1.38","47.54","3,579.90","1,848.00","75.63","4.53"
"APLAPOLLO","1,001.00","1,007.50","988.00","999.00","1.25","0.13","2.04","20.39","1,114.55","402.95","19.59","8.12"
"SONATSOFTW","871.00","881.95","870.55","872.00","1.10","0.13","0.96","8.41","1,024.90","355.55","119.07","-4.62"
"RADICO","1,233.80","1,245.00","1,213.75","1,233.00","1.45","0.12","8.51","104.21","1,285.00","446.00","173.00","9.86"
"SEQUENT","162.00","163.80","160.20","161.10","0.20","0.12","5.20","8.43","336.50","144.75","-5.10","6.23"
"FINPIPE","207.00","208.00","205.55","206.85","0.25","0.12","1.41","2.91","244.50","114.40","-68.01","-2.36"
"MMTC","44.50","44.80","44.05","44.40","0.05","0.11","14.82","6.59","63.95","24.60","63.54","13.41"
"WESTLIFE","554.00","563.95","550.75","557.00","0.60","0.11","0.27","1.53","629.00","385.10","23.09","1.55"
"POLYPLEX","1,876.10","1,899.90","1,870.00","1,878.00","1.90","0.10","0.46","8.66","2,110.00","676.00","161.29","1.75"
"SKFINDIA","3,754.00","3,788.75","3,711.00","3,718.00","2.65","0.07","0.23","8.61","4,239.95","1,696.30","116.63","-4.12"
"HAPPSTMNDS","1,304.00","1,310.00","1,287.45","1,297.05","0.90","0.07","1.98","25.71","1,580.00","333.25","276.34","-10.23"
"IFBIND","1,129.95","1,139.40","1,117.05","1,125.00","0.70","0.06","0.03","0.35","1,502.90","876.25","-3.49","-1.29"
"SYMPHONY","1,018.40","1,018.40","995.65","1,002.00","0.65","0.06","0.16","1.56","1,528.80","890.00","-1.62","7.43"
"PHOENIXLTD","990.50","1,004.75","973.80","988.00","0.60","0.06","1.50","14.80","1,195.00","652.80","29.48","4.24"
"CGPOWER","197.00","199.00","192.00","195.00","0.10","0.05","9.48","18.55","199.00","37.75","786.36","30.74"
"JKTYRE","139.80","141.00","138.00","139.40","0.05","0.04","7.71","10.78","171.70","73.80","86.11","8.31"
"RATNAMANI","1,954.65","1,954.65","1,917.00","1,945.00","0.10","0.01","0.08","1.59","2,305.30","1,451.20","23.68","-11.87"
"SUPREMEIND","2,229.00","2,241.55","2,188.00","2,230.00","0.15","0.01","1.31","28.90","2,693.90","1,610.00","35.98","2.84"
"INOXLEISUR","351.55","356.05","350.40","353.00","0.05","0.01","1.92","6.76","466.00","244.00","25.73","-11.81"
"HGS","3,351.00","3,364.85","3,301.00","3,312.00","0.20","0.01","0.15","4.85","3,555.00","1,053.00","192.27","15.04"
"IOB","20.40","20.65","20.35","20.35","0.00","0.00","43.14","8.83","29.00","10.20","93.81","-2.40"
"KAJARIACER","1,289.95","1,299.00","1,280.00","1,284.90","0.00","0.00","1.56","20.08","1,355.00","682.00","86.31","12.60"
"CENTRALBK","21.30","21.55","21.20","21.25","0.00","0.00","24.04","5.13","29.65","12.50","54.55","-0.47"
"BAJAJCON","198.85","199.55","197.50","197.90","0.00","0.00","2.37","4.70","324.00","179.45","-8.32","8.14"
"ALKEM","3,645.00","3,649.70","3,608.05","3,624.00","0.00","0.00","0.68","24.77","4,070.00","2,540.05","23.75","0.85"
"JUBLPHARMA","587.00","595.95","582.10","586.00","0.00","0.00","1.01","5.92","1,046.95","557.00","-","-"
"DCBBANK","78.60","79.85","78.35","78.95","0.00","0.00","26.89","21.30","126.50","78.35","-34.26","-3.78"
"JCHAC","1,990.30","1,999.90","1,962.95","1,980.00","-0.35","-0.02","0.05","0.98","2,940.00","1,774.80","-22.06","4.29"
"CANFINHOME","551.00","562.85","551.00","554.20","-0.30","-0.05","7.04","39.15","722.00","455.25","11.59","-6.08"
"COCHINSHIP","357.00","357.80","352.05","356.40","-0.25","-0.07","1.47","5.23","433.90","328.00","-6.71","4.96"
"SOLARA","1,015.00","1,030.45","1,015.00","1,019.95","-1.05","-0.10","0.31","3.18","1,859.95","980.00","-14.05","-19.94"
"FDC","307.00","313.50","303.40","304.90","-0.30","-0.10","3.62","11.17","404.90","255.20","-6.37","6.94"
"FSL","183.70","185.80","182.15","183.00","-0.20","-0.11","30.17","55.53","242.85","84.20","84.48","7.90"
"MFSL","982.20","987.15","969.05","981.15","-1.05","-0.11","2.02","19.83","1,148.05","659.10","43.47","4.35"
"HIKAL","529.90","538.05","525.00","525.85","-0.65","-0.12","0.80","4.26","742.00","143.00","218.70","4.13"
"SCHAEFFLER","8,819.95","8,827.95","8,643.95","8,760.00","-11.05","-0.13","0.23","19.84","8,827.95","4,257.95","88.46","12.40"
"WHIRLPOOL","1,769.95","1,781.00","1,758.55","1,762.00","-2.25","-0.13","1.28","22.57","2,787.00","1,712.00","-31.89","-13.70"
"QUESS","845.60","860.15","840.50","851.10","-1.10","-0.13","0.72","6.15","989.90","500.20","56.88","-4.76"
"BURGERKING","142.35","142.50","141.20","141.25","-0.20","-0.14","6.61","9.38","189.70","126.10","-19.56","-4.85"
"HAL","1,211.25","1,232.00","1,208.50","1,209.55","-1.65","-0.14","5.69","69.31","1,566.00","823.00","45.54","-5.27"
"MOTILALOFS","910.05","931.80","910.05","914.10","-1.55","-0.17","1.04","9.57","1,188.00","580.00","52.05","-3.37"
"KEC","481.80","482.25","475.00","479.00","-0.85","-0.18","0.73","3.50","550.00","337.65","30.59","12.61"
"STAR","450.00","451.50","445.00","446.50","-0.85","-0.19","5.29","23.73","999.00","403.30","-49.89","-8.48"
"BEL","210.00","213.00","208.60","209.55","-0.40","-0.19","42.28","88.98","228.00","113.40","83.17","2.85"
"IRCTC","834.90","840.00","829.15","831.40","-1.60","-0.19","27.12","226.19","1,279.26","281.60","-42.06","4.56"
"FINEORG","3,687.00","3,770.00","3,626.55","3,680.00","-7.10","-0.19","0.24","9.10","4,048.75","2,127.15","46.40","2.50"
"SWSOLAR","389.00","393.00","378.60","381.90","-0.80","-0.21","11.08","42.58","509.10","183.50","61.69","-4.45"
"NBCC","46.30","47.05","45.80","45.95","-0.10","-0.22","101.93","47.18","59.80","28.95","56.29","14.02"
"LODHA","1,247.00","1,261.65","1,220.20","1,238.00","-2.70","-0.22","0.87","10.79","1,539.00","422.60","-","-"
"CAPLIPOINT","862.00","869.00","848.00","859.00","-2.00","-0.23","1.07","9.15","1,034.80","401.00","70.74","14.76"
"ESCORTS","1,912.00","1,918.90","1,897.00","1,904.00","-4.85","-0.25","5.96","113.63","1,918.90","1,100.00","50.50","3.13"
"HFCL","79.30","80.40","78.55","78.70","-0.20","-0.25","73.19","58.20","95.70","23.00","207.42","9.61"
"IIFLWAM","1,424.25","1,454.40","1,406.00","1,413.65","-3.50","-0.25","0.50","7.23","1,785.40","975.35","41.16","-5.12"
"BLUEDART","6,299.00","6,419.95","6,232.05","6,280.00","-17.55","-0.28","0.51","32.02","7,275.00","3,820.05","52.98","-4.14"
"KSB","1,210.00","1,239.90","1,201.50","1,205.00","-3.45","-0.29","0.27","3.28","1,411.00","624.50","87.88","-2.98"
"EIDPARRY","450.45","456.95","449.45","450.05","-1.35","-0.30","0.65","2.92","532.90","302.50","27.76","-3.52"
"FINCABLES","529.60","533.85","526.30","528.00","-1.65","-0.31","0.63","3.33","608.60","336.35","55.02","-6.89"
"GESHIP","299.50","300.90","295.85","298.65","-1.00","-0.33","4.21","12.58","445.00","249.35","13.06","1.70"
"LAXMIMACH","8,630.00","8,681.20","8,550.00","8,565.55","-28.90","-0.34","0.07","5.93","9,954.50","4,550.00","86.90","0.53"
"PRINCEPIPE","703.05","707.95","699.00","700.00","-2.40","-0.34","1.57","11.01","897.00","271.00","134.19","-3.91"
"RELAXO","1,316.00","1,336.85","1,294.80","1,305.00","-4.50","-0.34","1.84","24.17","1,448.00","796.55","62.86","0.80"
"SPANDANA","456.05","466.55","455.15","460.00","-1.60","-0.35","1.08","4.97","830.00","392.20","-37.91","15.78"
"CSBBANK","235.00","239.20","234.35","235.15","-0.85","-0.36","1.13","2.66","374.00","213.80","8.36","-15.00"
"GODREJAGRO","523.95","524.85","512.25","517.70","-2.10","-0.40","1.71","8.85","746.80","475.20","-3.36","-1.81"
"AUBANK","1,030.00","1,054.45","1,028.30","1,039.15","-4.20","-0.40","7.40","77.17","1,389.85","840.50","21.90","-5.20"
"HATSUN","1,274.45","1,283.95","1,255.00","1,260.00","-5.10","-0.40","0.14","1.78","1,525.95","686.10","73.23","-5.41"
"EQUITASBNK","59.50","60.40","59.10","59.55","-0.25","-0.42","3.04","1.82","76.80","36.30","58.80","-1.24"
"IPCALAB","2,180.00","2,190.00","2,152.50","2,167.00","-9.45","-0.43","1.66","36.01","2,766.20","1,785.40","-0.39","3.18"
"SCI","135.10","136.65","134.55","134.70","-0.65","-0.48","7.56","10.25","160.20","81.20","50.00","-9.35"
"TIINDIA","1,756.95","1,780.00","1,737.35","1,749.00","-8.40","-0.48","0.62","10.93","1,798.00","750.10","120.47","7.79"
"THYROCARE","1,112.00","1,121.00","1,095.20","1,104.00","-5.75","-0.52","1.02","11.32","1,465.00","831.00","21.53","-0.14"
"IIFL","280.00","286.00","278.00","278.40","-1.45","-0.52","2.06","5.81","374.90","103.75","147.14","-10.05"
"EQUITAS","111.70","113.50","110.50","110.95","-0.60","-0.54","6.80","7.58","145.00","66.05","63.04","-8.49"
"GLAXO","1,770.00","1,775.45","1,742.50","1,750.00","-9.90","-0.56","0.20","3.59","1,918.75","1,376.00","9.28","4.23"
"RHIM","370.00","375.00","364.55","367.00","-2.05","-0.56","0.73","2.70","407.00","212.60","-","-"
"ICIL","256.00","257.90","245.00","252.10","-1.50","-0.59","2.05","5.20","315.00","113.00","75.56","8.15"
"POONAWALLA","221.90","226.70","218.05","219.70","-1.35","-0.61","30.88","68.62","230.70","38.65","-","-"
"VIPIND","542.10","545.65","535.00","537.00","-3.40","-0.63","1.54","8.29","668.85","304.60","52.62","-3.95"
"GRANULES","337.40","344.80","332.05","336.00","-2.30","-0.68","11.86","40.22","404.80","280.50","-7.53","11.78"
"LINDEINDIA","2,505.00","2,574.00","2,480.00","2,485.30","-17.85","-0.71","0.50","12.61","2,945.00","885.50","155.48","-0.91"
"LAOPALA","428.85","433.00","423.05","423.40","-3.10","-0.73","2.22","9.49","456.50","200.25","75.25","27.63"
"BBTC","1,129.90","1,129.95","1,089.90","1,110.00","-8.30","-0.74","0.44","4.86","1,424.95","980.50","-14.25","11.70"
"CUB","136.50","136.55","134.30","134.90","-1.05","-0.77","15.52","21.00","189.70","128.70","-24.26","-6.77"
"CRISIL","2,927.50","2,936.45","2,878.00","2,890.00","-22.90","-0.79","0.57","16.59","3,498.00","1,741.00","50.63","-7.25"
"MOIL","170.00","170.80","168.50","169.05","-1.35","-0.79","3.62","6.13","207.95","133.50","16.51","0.00"
"KPRMILL","679.00","689.00","666.00","671.60","-5.40","-0.80","3.88","26.30","699.00","166.04","-23.33","27.40"
"ZYDUSWELL","1,910.80","1,910.80","1,875.00","1,885.80","-15.45","-0.81","0.17","3.18","2,476.85","1,808.00","-4.09","-3.77"
"UJJIVAN","134.00","135.00","130.10","132.05","-1.10","-0.83","4.90","6.52","310.95","125.45","-52.12","-2.55"
"GODFRYPHLP","1,168.00","1,168.00","1,120.20","1,126.00","-9.60","-0.85","0.15","1.76","1,408.75","841.50","15.50","-7.20"
"GODREJIND","631.00","636.60","624.05","625.00","-5.40","-0.86","2.77","17.38","655.45","413.05","47.49","9.78"
"DIXON","5,575.00","5,600.00","5,491.15","5,507.90","-47.60","-0.86","2.20","121.75","21,499.00","3,345.15","-58.80","7.98"
"NOCIL","234.80","237.25","231.50","232.30","-2.05","-0.87","6.45","15.14","321.30","140.00","61.88","3.06"
"FACT","133.00","136.40","130.35","132.85","-1.20","-0.90","6.45","8.57","153.00","59.95","116.72","20.88"
"SHILPAMED","539.90","546.05","533.20","535.00","-4.90","-0.91","1.08","5.84","670.40","311.60","20.71","-1.62"
"KALPATPOWR","376.50","380.25","369.00","372.00","-3.40","-0.91","2.71","10.15","496.00","309.15","16.93","-4.22"
"SUDARSCHEM","566.15","566.15","554.45","558.00","-5.30","-0.94","0.51","2.84","794.00","470.20","16.60","-0.82"
"NHPC","30.95","31.40","30.85","30.95","-0.30","-0.96","35.74","11.11","37.05","22.40","33.69","-0.48"
"ANGELONE","1,180.00","1,200.65","1,177.00","1,180.00","-11.45","-0.96","1.44","17.13","1,689.00","286.35","-","-"
"NAZARA","2,328.00","2,349.00","2,270.00","2,283.00","-22.30","-0.97","0.40","9.15","3,356.00","1,432.00","-","-"
"POWERINDIA","2,556.00","2,590.00","2,509.70","2,531.00","-25.50","-1.00","0.31","7.95","2,855.00","1,200.00","93.92","-4.36"
"TCNSBRANDS","788.20","802.35","778.35","786.00","-8.10","-1.02","0.16","1.29","932.00","392.00","75.51","-2.79"
"SUNTECK","496.95","509.95","482.55","491.00","-5.15","-1.04","7.94","39.53","524.40","250.00","37.90","13.37"
"AJANTPHARM","2,274.00","2,274.00","2,225.50","2,238.00","-24.95","-1.10","0.62","13.84","2,435.00","1,630.00","34.06","7.58"
"ORIENTELEC","381.40","385.65","373.25","374.95","-4.55","-1.20","0.92","3.50","408.00","221.80","65.39","-3.57"
"CERA","4,859.20","4,928.60","4,761.00","4,818.00","-59.45","-1.22","0.07","3.28","6,450.00","3,300.00","40.86","-3.67"
"BDL","393.95","399.00","387.00","387.90","-5.15","-1.31","0.74","2.91","455.00","321.10","17.46","-6.41"
"BHARATRAS","11,691.00","11,899.00","11,580.00","11,644.60","-165.95","-1.41","0.03","3.56","15,131.70","9,255.00","17.27","17.34"
"WELSPUNIND","148.50","149.55","144.50","145.50","-2.15","-1.46","10.82","15.91","170.70","64.85","118.30","5.51"
"PRSMJOHNSN","131.15","133.05","129.05","129.05","-2.05","-1.56","0.98","1.28","149.45","83.00","42.99","5.52"
"BRIGADE","500.00","508.80","485.00","491.00","-7.90","-1.58","4.15","20.53","528.80","221.40","99.51","-2.28"
"CHOLAHLDNG","657.95","668.70","645.60","646.50","-10.50","-1.60","0.25","1.68","762.30","434.10","18.72","-7.46"
"PHILIPCARB","243.75","248.05","241.55","241.75","-3.95","-1.61","16.91","41.27","277.30","164.00","41.00","15.59"
"STLTECH","291.65","293.90","286.00","286.75","-4.85","-1.66","2.95","8.54","318.00","171.45","52.12","3.76"
"OIL","199.60","202.30","194.05","198.20","-3.40","-1.69","19.45","38.44","267.80","106.45","79.29","-6.35"
"TIMKEN","2,010.00","2,037.00","1,971.00","1,972.00","-35.60","-1.77","0.23","4.62","2,156.70","1,148.90","50.97","-2.42"
"VAKRANGEE","45.30","45.65","43.65","44.00","-0.80","-1.79","65.20","28.94","69.85","29.15","-34.08","28.65"
"NLCINDIA","62.75","63.15","61.60","61.90","-1.15","-1.82","18.93","11.77","80.10","46.20","11.23","8.12"
"BLUESTARCO","1,044.00","1,073.00","1,007.00","1,012.00","-21.35","-2.07","0.74","7.64","1,091.50","702.00","26.26","6.66"
"RBLBANK","128.20","133.25","123.80","127.70","-3.00","-2.30","865.79","1,107.52","274.30","123.80","-45.08","-30.08"
"HOMEFIRST","795.60","817.45","767.25","773.50","-20.85","-2.62","0.76","6.02","921.30","440.00","-","-"
"GRAPHITE","528.00","544.00","503.85","509.80","-13.75","-2.63","84.55","440.40","815.90","298.80","65.92","24.71"
"HEG","1,846.00","1,877.00","1,776.05","1,792.00","-54.30","-2.94","8.77","159.61","2,629.00","912.20","92.32","-0.80"
"INTELLECT","785.00","786.00","737.00","743.00","-29.95","-3.87","6.72","50.99","892.00","306.15","134.50","19.67"
"DBL","468.50","478.05","432.25","441.75","-36.20","-7.57","24.25","108.87","749.80","388.50","11.99","-16.39"
